id,liquidity_tier,usd_size,input_mint,output_mint,amount,ours_status,ours_out,jup_restricted_status,jup_restricted_out,jup_unrestricted_status,jup_unrestricted_out,delta_bps_vs_restricted,delta_bps_vs_unrestricted,outcome_vs_restricted,ours_server_ms,ours_rtt_ms,jup_restricted_rtt_ms,jup_unrestricted_rtt_ms,jaccard_vs_restricted
sol-usdc-0.1usd-fwd,major,0.1,So11111111111111111111111111111111111111112,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,625000,ok,47470,ok,47469,ok,47473,0.211,-0.632,tie,180.000,181.452,118.574,105.965,0.000
sol-usdc-0.1usd-rev,major,0.1,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,So11111111111111111111111111111111111111112,100000,ok,1316434,ok,1316434,ok,1316482,0.000,-0.365,tie,57.000,57.612,100.319,109.559,1.000
sol-usdc-1usd-fwd,major,1,So11111111111111111111111111111111111111112,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,6250000,ok,474738,ok,474738,ok,474773,0.000,-0.737,tie,126.000,127.275,105.931,119.365,1.000
sol-usdc-1usd-rev,major,1,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,So11111111111111111111111111111111111111112,1000000,ok,13162762,ok,13162762,ok,13164245,0.000,-1.127,tie,86.000,87.117,101.198,135.542,1.000
sol-usdc-10usd-fwd,major,10,So11111111111111111111111111111111111111112,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,62500000,ok,4747389,ok,4746902,ok,4747372,1.026,0.036,win,146.000,147.016,119.531,119.912,1.000
sol-usdc-10usd-rev,major,10,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,So11111111111111111111111111111111111111112,10000000,ok,131637641,ok,131637641,ok,131637220,0.000,0.032,tie,83.000,84.242,127.036,160.937,1.000
sol-usdc-100usd-fwd,major,100,So11111111111111111111111111111111111111112,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,625000000,ok,47469586,ok,47469586,ok,47503310,0.000,-7.099,tie,139.000,139.485,119.830,107.466,1.000
sol-usdc-100usd-rev,major,100,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,So11111111111111111111111111111111111111112,100000000,ok,1315742314,ok,1315645137,ok,1315745842,0.739,-0.027,tie,87.000,88.471,105.142,103.059,0.000
sol-usdc-1000usd-fwd,major,1000,So11111111111111111111111111111111111111112,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,6250000000,ok,474921833,ok,475018633,ok,475156869,-2.038,-4.946,loss,138.000,139.271,127.111,118.837,1.000
sol-usdc-1000usd-rev,major,1000,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,So11111111111111111111111111111111111111112,1000000000,ok,13151966885,ok,13152061986,ok,13157093737,-0.072,-3.897,tie,81.000,82.462,113.647,142.338,0.500
sol-usdc-10000usd-fwd,major,10000,So11111111111111111111111111111111111111112,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,62500000000,ok,4747793194,ok,4748306339,ok,4750534968,-1.081,-5.772,loss,138.000,138.488,122.788,169.222,0.000
sol-usdc-10000usd-rev,major,10000,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,So11111111111111111111111111111111111111112,10000000000,ok,131490234845,ok,131496672433,ok,131546237066,-0.490,-4.257,tie,84.000,85.455,135.438,203.718,0.250
sol-usdc-100000usd-fwd,major,100000,So11111111111111111111111111111111111111112,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,625000000000,ok,47452251272,ok,47467551323,ok,47519155189,-3.223,-14.079,loss,116.000,117.210,244.996,251.351,0.250
sol-usdc-100000usd-rev,major,100000,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,So11111111111111111111111111111111111111112,100000000000,ok,1312914412633,ok,1313956572680,ok,1314977527661,-7.931,-15.689,loss,58.000,58.730,132.691,214.697,0.333
sol-usdt-0.1usd-fwd,major,0.1,So11111111111111111111111111111111111111112,Es9vMFrzaCERmJfrF4H2FYD4KCoNkY11McCe8BenwNYB,625000,ok,47546,ok,47550,ok,47552,-0.841,-1.262,tie,119.000,119.354,110.417,108.285,1.000
sol-usdt-0.1usd-rev,major,0.1,Es9vMFrzaCERmJfrF4H2FYD4KCoNkY11McCe8BenwNYB,So11111111111111111111111111111111111111112,100000,ok,1314379,ok,1314603,ok,1314603,-1.704,-1.704,loss,59.000,59.787,123.926,195.592,0.000
sol-usdt-1usd-fwd,major,1,So11111111111111111111111111111111111111112,Es9vMFrzaCERmJfrF4H2FYD4KCoNkY11McCe8BenwNYB,6250000,ok,475515,ok,475512,ok,475515,0.063,0.000,tie,132.000,132.577,109.262,118.576,0.000
sol-usdt-1usd-rev,major,1,Es9vMFrzaCERmJfrF4H2FYD4KCoNkY11McCe8BenwNYB,So11111111111111111111111111111111111111112,1000000,ok,13142850,ok,13142703,ok,13145030,0.112,-1.658,tie,78.000,79.792,102.565,129.555,0.000
sol-usdt-10usd-fwd,major,10,So11111111111111111111111111111111111111112,Es9vMFrzaCERmJfrF4H2FYD4KCoNkY11McCe8BenwNYB,62500000,ok,4754115,ok,4753642,ok,4754193,0.995,-0.164,tie,140.000,140.752,125.250,115.361,1.000
sol-usdt-10usd-rev,major,10,Es9vMFrzaCERmJfrF4H2FYD4KCoNkY11McCe8BenwNYB,So11111111111111111111111111111111111111112,10000000,ok,131454959,ok,131454959,ok,131481208,0.000,-1.996,tie,74.000,74.994,108.560,129.321,1.000
sol-usdt-100usd-fwd,major,100,So11111111111111111111111111111111111111112,Es9vMFrzaCERmJfrF4H2FYD4KCoNkY11McCe8BenwNYB,625000000,ok,47533590,ok,47533590,ok,47536159,0.000,-0.540,tie,142.000,143.109,107.359,106.906,1.000
sol-usdt-100usd-rev,major,100,Es9vMFrzaCERmJfrF4H2FYD4KCoNkY11McCe8BenwNYB,So11111111111111111111111111111111111111112,100000000,ok,1314554361,ok,1314606870,ok,1314791268,-0.399,-1.802,tie,75.000,75.892,113.790,99.604,1.000
sol-usdt-1000usd-fwd,major,1000,So11111111111111111111111111111111111111112,Es9vMFrzaCERmJfrF4H2FYD4KCoNkY11McCe8BenwNYB,6250000000,ok,475250798,ok,475214675,ok,475322368,0.760,-1.506,tie,135.000,136.055,121.831,107.352,1.000
sol-usdt-1000usd-rev,major,1000,Es9vMFrzaCERmJfrF4H2FYD4KCoNkY11McCe8BenwNYB,So11111111111111111111111111111111111111112,1000000000,ok,13145090978,ok,13145090978,ok,13147630718,0.000,-1.932,tie,77.000,78.000,136.626,111.798,1.000
sol-usdt-10000usd-fwd,major,10000,So11111111111111111111111111111111111111112,Es9vMFrzaCERmJfrF4H2FYD4KCoNkY11McCe8BenwNYB,62500000000,ok,4751200435,ok,4751467368,ok,4753100712,-0.562,-3.998,tie,140.000,140.914,159.399,135.167,0.500
sol-usdt-10000usd-rev,major,10000,Es9vMFrzaCERmJfrF4H2FYD4KCoNkY11McCe8BenwNYB,So11111111111111111111111111111111111111112,10000000000,ok,131381984124,ok,131391405270,ok,131492536103,-0.717,-8.407,tie,80.000,80.688,125.887,241.443,0.500
sol-usdt-100000usd-fwd,major,100000,So11111111111111111111111111111111111111112,Es9vMFrzaCERmJfrF4H2FYD4KCoNkY11McCe8BenwNYB,625000000000,ok,47478187890,ok,47495022219,ok,47528220819,-3.544,-10.527,loss,136.000,137.159,130.710,158.335,0.500
sol-usdt-100000usd-rev,major,100000,Es9vMFrzaCERmJfrF4H2FYD4KCoNkY11McCe8BenwNYB,So11111111111111111111111111111111111111112,100000000000,ok,1311925393590,ok,1312841651193,ok,1314728113100,-6.979,-21.318,loss,80.000,80.995,125.764,243.714,0.500
usdc-usdt-0.1usd-fwd,major,0.1,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,Es9vMFrzaCERmJfrF4H2FYD4KCoNkY11McCe8BenwNYB,100000,ok,100060,ok,100060,ok,100069,0.000,-0.899,tie,34.000,35.422,123.957,159.187,1.000
usdc-usdt-0.1usd-rev,major,0.1,Es9vMFrzaCERmJfrF4H2FYD4KCoNkY11McCe8BenwNYB,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,100000,ok,100054,ok,99924,ok,99952,13.010,10.205,win,27.000,28.015,197.421,104.830,0.000
usdc-usdt-1usd-fwd,major,1,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,Es9vMFrzaCERmJfrF4H2FYD4KCoNkY11McCe8BenwNYB,1000000,ok,1000600,ok,1000600,ok,1000756,0.000,-1.559,tie,31.000,32.514,105.615,105.132,1.000
usdc-usdt-1usd-rev,major,1,Es9vMFrzaCERmJfrF4H2FYD4KCoNkY11McCe8BenwNYB,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,1000000,ok,999244,ok,999243,ok,999312,0.010,-0.680,tie,28.000,29.599,108.845,118.115,0.000
usdc-usdt-10usd-fwd,major,10,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,Es9vMFrzaCERmJfrF4H2FYD4KCoNkY11McCe8BenwNYB,10000000,ok,10006001,ok,10006001,ok,10007116,0.000,-1.114,tie,30.000,30.890,118.449,99.096,1.000
usdc-usdt-10usd-rev,major,10,Es9vMFrzaCERmJfrF4H2FYD4KCoNkY11McCe8BenwNYB,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,10000000,ok,9992439,ok,9992439,ok,9993011,0.000,-0.572,tie,16.000,17.089,184.580,106.570,1.000
usdc-usdt-100usd-fwd,major,100,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,Es9vMFrzaCERmJfrF4H2FYD4KCoNkY11McCe8BenwNYB,100000000,ok,100060014,ok,100060014,ok,100072057,0.000,-1.203,tie,33.000,33.826,104.896,105.008,1.000
usdc-usdt-100usd-rev,major,100,Es9vMFrzaCERmJfrF4H2FYD4KCoNkY11McCe8BenwNYB,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,100000000,ok,99924389,ok,99924389,ok,99931261,0.000,-0.688,tie,30.000,31.284,99.743,120.864,1.000
usdc-usdt-1000usd-fwd,major,1000,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,Es9vMFrzaCERmJfrF4H2FYD4KCoNkY11McCe8BenwNYB,1000000000,ok,1000556384,ok,1000578226,ok,1000702769,-0.218,-1.463,tie,33.000,33.732,123.012,193.300,0.333
usdc-usdt-1000usd-rev,major,1000,Es9vMFrzaCERmJfrF4H2FYD4KCoNkY11McCe8BenwNYB,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,1000000000,ok,999243777,ok,999243777,ok,999332680,0.000,-0.890,tie,24.000,25.121,107.589,109.972,1.000
usdc-usdt-10000usd-fwd,major,10000,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,Es9vMFrzaCERmJfrF4H2FYD4KCoNkY11McCe8BenwNYB,10000000000,ok,10005551780,ok,10005574677,ok,10006988592,-0.023,-1.436,tie,36.000,37.277,205.247,186.625,0.333
usdc-usdt-10000usd-rev,major,10000,Es9vMFrzaCERmJfrF4H2FYD4KCoNkY11McCe8BenwNYB,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,10000000000,ok,9992425734,ok,9992425938,ok,9992977827,-0.000,-0.552,tie,36.000,37.682,139.283,144.654,0.500
usdc-usdt-100000usd-fwd,major,100000,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,Es9vMFrzaCERmJfrF4H2FYD4KCoNkY11McCe8BenwNYB,100000000000,ok,100054310992,ok,100054370711,ok,100069297884,-0.006,-1.498,tie,32.000,33.674,143.563,166.131,0.333
usdc-usdt-100000usd-rev,major,100000,Es9vMFrzaCERmJfrF4H2FYD4KCoNkY11McCe8BenwNYB,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,100000000000,ok,99923052904,ok,99923088914,ok,99929321380,-0.004,-0.627,tie,30.000,31.368,129.108,156.148,0.500
usdc-USDSwr9A-0.1usd-fwd,major,0.1,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,USDSwr9ApdHk5bvJKMjzff41FfuX8bSxdKcR81vTwcA,100000,ok,99977,ok,100003,ok,100002,-2.600,-2.500,loss,33.000,35.153,114.796,107.876,0.250
usdc-USDSwr9A-0.1usd-rev,major,0.1,USDSwr9ApdHk5bvJKMjzff41FfuX8bSxdKcR81vTwcA,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,100000,ok,99956,ok,99980,ok,100003,-2.400,-4.700,loss,19.000,20.641,102.138,102.311,0.000
usdc-USDSwr9A-1usd-fwd,major,1,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,USDSwr9ApdHk5bvJKMjzff41FfuX8bSxdKcR81vTwcA,1000000,ok,999651,ok,999996,ok,999999,-3.450,-3.480,loss,8.000,8.606,101.296,117.241,0.000
usdc-USDSwr9A-1usd-rev,major,1,USDSwr9ApdHk5bvJKMjzff41FfuX8bSxdKcR81vTwcA,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,999996,ok,999482,ok,999799,ok,999991,-3.171,-5.090,loss,19.000,20.708,114.284,113.231,0.000
usdc-USDSwr9A-10usd-fwd,major,10,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,USDSwr9ApdHk5bvJKMjzff41FfuX8bSxdKcR81vTwcA,10000000,ok,9993565,ok,9999965,ok,9999965,-6.400,-6.400,loss,26.000,26.984,113.430,108.846,0.000
usdc-USDSwr9A-10usd-rev,major,10,USDSwr9ApdHk5bvJKMjzff41FfuX8bSxdKcR81vTwcA,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,9999960,ok,9989825,ok,9997994,ok,9999919,-8.171,-10.094,loss,16.000,17.497,106.126,106.842,0.000
usdc-USDSwr9A-100usd-fwd,major,100,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,USDSwr9ApdHk5bvJKMjzff41FfuX8bSxdKcR81vTwcA,100000000,ok,99538967,ok,99999652,ok,99999652,-46.069,-46.069,loss,22.000,23.222,102.264,101.340,0.000
usdc-USDSwr9A-100usd-rev,major,100,USDSwr9ApdHk5bvJKMjzff41FfuX8bSxdKcR81vTwcA,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,99999599,ok,99490839,ok,99979944,ok,99999160,-48.920,-50.833,loss,22.000,23.361,100.504,103.064,0.000
usdc-USDSwr9A-1000usd-fwd,major,1000,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,USDSwr9ApdHk5bvJKMjzff41FfuX8bSxdKcR81vTwcA,1000000000,ok,956949955,ok,999996385,ok,999996393,-430.466,-430.466,loss,15.000,15.851,149.055,140.930,0.000
usdc-USDSwr9A-1000usd-rev,major,1000,USDSwr9ApdHk5bvJKMjzff41FfuX8bSxdKcR81vTwcA,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,999995993,ok,956836280,ok,999799314,ok,999989757,-429.717,-431.539,loss,20.000,21.541,108.270,106.005,0.000
usdc-USDSwr9A-10000usd-fwd,major,10000,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,USDSwr9ApdHk5bvJKMjzff41FfuX8bSxdKcR81vTwcA,10000000000,no_route,,ok,9999950223,ok,9999951607,,,ours_no_route,,11.324,120.535,148.204,
usdc-USDSwr9A-10000usd-rev,major,10000,USDSwr9ApdHk5bvJKMjzff41FfuX8bSxdKcR81vTwcA,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,9999959928,ok,6922685783,ok,9997979514,ok,9999689314,-3075.915,-3077.099,loss,7.000,7.378,126.343,161.726,0.000
usdc-USDSwr9A-100000usd-fwd,major,100000,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,USDSwr9ApdHk5bvJKMjzff41FfuX8bSxdKcR81vTwcA,100000000000,no_route,,ok,99998138917,ok,99998309466,,,ours_no_route,,13.455,142.969,190.556,
usdc-USDSwr9A-100000usd-rev,major,100000,USDSwr9ApdHk5bvJKMjzff41FfuX8bSxdKcR81vTwcA,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,99999599277,no_route,,ok,99978432230,ok,99981487714,,,ours_no_route,,12.694,125.885,150.355,
sol-aF9kpuo8-0.1usd-fwd,major,0.1,So11111111111111111111111111111111111111112,aF9kpuo87Erwk83P8Bmq8QQsuxkwstje3Tc2Cyb5aYq,625000,no_route,,no_route,,no_route,,,,both_no_route,,161.434,111.004,97.234,
sol-aF9kpuo8-0.1usd-rev,major,0.1,aF9kpuo87Erwk83P8Bmq8QQsuxkwstje3Tc2Cyb5aYq,So11111111111111111111111111111111111111112,6384356,no_route,,no_route,,no_route,,,,both_no_route,,60.863,96.448,109.567,
sol-aF9kpuo8-1usd-fwd,major,1,So11111111111111111111111111111111111111112,aF9kpuo87Erwk83P8Bmq8QQsuxkwstje3Tc2Cyb5aYq,6250000,no_route,,no_route,,no_route,,,,both_no_route,,75.287,122.648,255.140,
sol-aF9kpuo8-1usd-rev,major,1,aF9kpuo87Erwk83P8Bmq8QQsuxkwstje3Tc2Cyb5aYq,So11111111111111111111111111111111111111112,63843559,no_route,,no_route,,no_route,,,,both_no_route,,66.688,95.617,109.742,
sol-aF9kpuo8-10usd-fwd,major,10,So11111111111111111111111111111111111111112,aF9kpuo87Erwk83P8Bmq8QQsuxkwstje3Tc2Cyb5aYq,62500000,no_route,,no_route,,no_route,,,,both_no_route,,64.695,147.442,121.397,
sol-aF9kpuo8-10usd-rev,major,10,aF9kpuo87Erwk83P8Bmq8QQsuxkwstje3Tc2Cyb5aYq,So11111111111111111111111111111111111111112,638435591,no_route,,no_route,,no_route,,,,both_no_route,,58.163,103.898,101.695,
sol-aF9kpuo8-100usd-fwd,major,100,So11111111111111111111111111111111111111112,aF9kpuo87Erwk83P8Bmq8QQsuxkwstje3Tc2Cyb5aYq,625000000,ok,578976963893795,no_route,,no_route,,,,jup_no_route,71.000,71.469,129.110,125.379,
sol-aF9kpuo8-100usd-rev,major,100,aF9kpuo87Erwk83P8Bmq8QQsuxkwstje3Tc2Cyb5aYq,So11111111111111111111111111111111111111112,6384355912,ok,1,no_route,,no_route,,,,jup_no_route,66.000,66.458,206.645,151.587,
sol-aF9kpuo8-1000usd-fwd,major,1000,So11111111111111111111111111111111111111112,aF9kpuo87Erwk83P8Bmq8QQsuxkwstje3Tc2Cyb5aYq,6250000000,ok,579069845615405,no_route,,no_route,,,,jup_no_route,64.000,64.634,108.202,165.248,
sol-aF9kpuo8-1000usd-rev,major,1000,aF9kpuo87Erwk83P8Bmq8QQsuxkwstje3Tc2Cyb5aYq,So11111111111111111111111111111111111111112,63843559117,ok,10,no_route,,no_route,,,,jup_no_route,56.000,57.261,108.619,166.166,
sol-aF9kpuo8-10000usd-fwd,major,10000,So11111111111111111111111111111111111111112,aF9kpuo87Erwk83P8Bmq8QQsuxkwstje3Tc2Cyb5aYq,62500000000,ok,579079135426641,no_route,,no_route,,,,jup_no_route,63.000,63.978,119.909,117.170,
sol-aF9kpuo8-10000usd-rev,major,10000,aF9kpuo87Erwk83P8Bmq8QQsuxkwstje3Tc2Cyb5aYq,So11111111111111111111111111111111111111112,638435591166,ok,108,no_route,,no_route,,,,jup_no_route,53.000,54.189,119.038,192.039,
sol-aF9kpuo8-100000usd-fwd,major,100000,So11111111111111111111111111111111111111112,aF9kpuo87Erwk83P8Bmq8QQsuxkwstje3Tc2Cyb5aYq,625000000000,ok,579080064424158,no_route,,no_route,,,,jup_no_route,60.000,60.572,114.502,113.682,
sol-aF9kpuo8-100000usd-rev,major,100000,aF9kpuo87Erwk83P8Bmq8QQsuxkwstje3Tc2Cyb5aYq,So11111111111111111111111111111111111111112,6384355911660,ok,1074,no_route,,no_route,,,,jup_no_route,56.000,57.259,98.083,131.875,
sol-4TyZGqRL-0.1usd-fwd,mid,0.1,So11111111111111111111111111111111111111112,4TyZGqRLG3VcHTGMcLBoPUmqYitMVojXinAmkL8xpump,625000,ok,25366712,ok,25366176,ok,25366176,0.211,0.211,tie,132.000,132.899,122.229,110.816,0.333
sol-4TyZGqRL-0.1usd-rev,mid,0.1,4TyZGqRLG3VcHTGMcLBoPUmqYitMVojXinAmkL8xpump,So11111111111111111111111111111111111111112,12747119,ok,314591,ok,313012,ok,313012,50.445,50.445,win,62.000,62.441,116.195,114.813,1.000
sol-4TyZGqRL-1usd-fwd,mid,1,So11111111111111111111111111111111111111112,4TyZGqRLG3VcHTGMcLBoPUmqYitMVojXinAmkL8xpump,6250000,ok,253698758,ok,253822058,ok,253866018,-4.858,-6.589,loss,128.000,128.985,117.578,116.095,0.250
sol-4TyZGqRL-1usd-rev,mid,1,4TyZGqRLG3VcHTGMcLBoPUmqYitMVojXinAmkL8xpump,So11111111111111111111111111111111111111112,127471186,ok,3145915,ok,3130138,ok,3130138,50.404,50.404,win,54.000,54.555,114.703,116.272,1.000
sol-4TyZGqRL-10usd-fwd,mid,10,So11111111111111111111111111111111111111112,4TyZGqRLG3VcHTGMcLBoPUmqYitMVojXinAmkL8xpump,62500000,ok,2536930218,ok,2537121602,ok,2537684497,-0.754,-2.972,tie,127.000,128.163,126.777,106.773,0.250
sol-4TyZGqRL-10usd-rev,mid,10,4TyZGqRLG3VcHTGMcLBoPUmqYitMVojXinAmkL8xpump,So11111111111111111111111111111111111111112,1274711862,ok,31458702,ok,31300935,ok,31300935,50.403,50.403,win,69.000,70.298,121.199,102.196,1.000
sol-4TyZGqRL-100usd-fwd,mid,100,So11111111111111111111111111111111111111112,4TyZGqRLG3VcHTGMcLBoPUmqYitMVojXinAmkL8xpump,625000000,ok,25165143740,ok,25323299522,ok,25323299522,-62.455,-62.455,loss,135.000,135.792,115.648,120.677,0.000
sol-4TyZGqRL-100usd-rev,mid,100,4TyZGqRLG3VcHTGMcLBoPUmqYitMVojXinAmkL8xpump,So11111111111111111111111111111111111111112,12747118623,ok,314541148,ok,312963709,ok,312963709,50.403,50.403,win,69.000,70.641,113.370,113.251,1.000
sol-4TyZGqRL-1000usd-fwd,mid,1000,So11111111111111111111111111111111111111112,4TyZGqRLG3VcHTGMcLBoPUmqYitMVojXinAmkL8xpump,6250000000,ok,250928764593,ok,249688030104,ok,249688030104,49.691,49.691,win,134.000,135.628,108.955,113.468,1.000
sol-4TyZGqRL-1000usd-rev,mid,1000,4TyZGqRLG3VcHTGMcLBoPUmqYitMVojXinAmkL8xpump,So11111111111111111111111111111111111111112,127471186233,ok,3140830299,ok,3125078892,ok,3125078892,50.403,50.403,win,73.000,74.188,208.394,131.076,1.000
sol-4TyZGqRL-10000usd-fwd,mid,10000,So11111111111111111111111111111111111111112,4TyZGqRLG3VcHTGMcLBoPUmqYitMVojXinAmkL8xpump,62500000000,ok,2439239480635,ok,2451153499284,ok,2451153499284,-48.606,-48.606,loss,110.000,110.716,209.290,367.038,0.333
sol-4TyZGqRL-10000usd-rev,mid,10000,4TyZGqRLG3VcHTGMcLBoPUmqYitMVojXinAmkL8xpump,So11111111111111111111111111111111111111112,1274711862331,ok,30957418549,ok,30918355553,ok,30918355553,12.634,12.634,win,79.000,79.471,213.574,173.131,0.333
sol-4TyZGqRL-100000usd-fwd,mid,100000,So11111111111111111111111111111111111111112,4TyZGqRLG3VcHTGMcLBoPUmqYitMVojXinAmkL8xpump,625000000000,ok,19069138368107,ok,20984542808396,ok,20984542808396,-912.769,-912.769,loss,132.000,133.063,160.654,229.245,0.333
sol-4TyZGqRL-100000usd-rev,mid,100000,4TyZGqRLG3VcHTGMcLBoPUmqYitMVojXinAmkL8xpump,So11111111111111111111111111111111111111112,12747118623305,ok,270711916106,ok,276987477619,ok,276987477619,-226.565,-226.565,loss,66.000,67.426,107.244,103.848,0.500
sol-D1wZHkfk-0.1usd-fwd,mid,0.1,So11111111111111111111111111111111111111112,D1wZHkfk8d6QsCjF3NTiYHLzsZJ2Qb4Q7WBFFbGuzBLV,625000,ok,842,ok,174415057797,ok,174415057797,-10000.000,-10000.000,loss,81.000,81.928,95.486,100.789,0.000
sol-D1wZHkfk-0.1usd-rev,mid,0.1,D1wZHkfk8d6QsCjF3NTiYHLzsZJ2Qb4Q7WBFFbGuzBLV,So11111111111111111111111111111111111111112,69994404980,no_route,,ok,240884,ok,240884,,,ours_no_route,,73.715,103.766,104.473,
sol-D1wZHkfk-1usd-fwd,mid,1,So11111111111111111111111111111111111111112,D1wZHkfk8d6QsCjF3NTiYHLzsZJ2Qb4Q7WBFFbGuzBLV,6250000,ok,842,ok,1744130740628,ok,1744130740628,-10000.000,-10000.000,loss,83.000,84.349,155.870,110.831,0.000
sol-D1wZHkfk-1usd-rev,mid,1,D1wZHkfk8d6QsCjF3NTiYHLzsZJ2Qb4Q7WBFFbGuzBLV,So11111111111111111111111111111111111111112,699944049800,no_route,,ok,2408843,ok,2408843,,,ours_no_route,,67.861,110.576,105.468,
sol-D1wZHkfk-10usd-fwd,mid,10,So11111111111111111111111111111111111111112,D1wZHkfk8d6QsCjF3NTiYHLzsZJ2Qb4Q7WBFFbGuzBLV,62500000,ok,842,ok,17439323918939,ok,17439323918939,-10000.000,-10000.000,loss,85.000,86.413,105.493,103.019,0.000
sol-D1wZHkfk-10usd-rev,mid,10,D1wZHkfk8d6QsCjF3NTiYHLzsZJ2Qb4Q7WBFFbGuzBLV,So11111111111111111111111111111111111111112,6999440498004,no_route,,ok,24087345,ok,24087345,,,ours_no_route,,61.574,115.021,124.861,
sol-D1wZHkfk-100usd-fwd,mid,100,So11111111111111111111111111111111111111112,D1wZHkfk8d6QsCjF3NTiYHLzsZJ2Qb4Q7WBFFbGuzBLV,625000000,ok,842,ok,174195138298776,ok,174195138298776,-10000.000,-10000.000,loss,85.000,85.787,119.526,159.379,0.000
sol-D1wZHkfk-100usd-rev,mid,100,D1wZHkfk8d6QsCjF3NTiYHLzsZJ2Qb4Q7WBFFbGuzBLV,So11111111111111111111111111111111111111112,69994404980036,no_route,,ok,240763567,ok,240763567,,,ours_no_route,,66.200,103.563,177.916,
sol-D1wZHkfk-1000usd-fwd,mid,1000,So11111111111111111111111111111111111111112,D1wZHkfk8d6QsCjF3NTiYHLzsZJ2Qb4Q7WBFFbGuzBLV,6250000000,ok,842,ok,1722386048243858,ok,1722386048243858,-10000.000,-10000.000,loss,78.000,79.127,185.184,105.977,0.000
sol-D1wZHkfk-1000usd-rev,mid,1000,D1wZHkfk8d6QsCjF3NTiYHLzsZJ2Qb4Q7WBFFbGuzBLV,So11111111111111111111111111111111111111112,699944049800358,no_route,,ok,2396701708,ok,2396701708,,,ours_no_route,,72.574,114.704,175.006,
sol-D1wZHkfk-10000usd-fwd,mid,10000,So11111111111111111111111111111111111111112,D1wZHkfk8d6QsCjF3NTiYHLzsZJ2Qb4Q7WBFFbGuzBLV,62500000000,ok,842,ok,15484648193010310,ok,15484648193010310,-10000.000,-10000.000,loss,81.000,82.409,205.128,164.016,0.000
